Timestamp,Date,UPC,DSD,Workable,Worked,Out of Stock Start,Out of Stock End,Out of Stock Duration,Expected Out of Stock Duration,Hours Recouped, Sales Per Hour , Expected Lost Sales , Expected Workable Lost Sales , Recouped Sales 
1/1/19 6:32,1/1/19,3000444686,TRUE,TRUE,TRUE,1/1/19 6:32,1/1/19 7:31,0.99,16.46,15.47, $3.59 , $59.10 , $59.10 , $55.55 
1/1/19 6:32,1/1/19,3196687396,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.46,16.46,0.00, $1.32 , $21.73 , $-   , $-   
1/1/19 6:32,1/1/19,6742069916,FALSE,TRUE,TRUE,1/1/19 6:32,1/1/19 10:28,3.93,16.46,12.53, $5.15 , $84.77 , $84.77 , $64.52 
1/1/19 6:32,1/1/19,3863340931,FALSE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.46,16.46,0.00, $5.37 , $88.38 , $-   , $-   
1/1/19 6:32,1/1/19,8251822531,FALSE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.46,16.46,0.00, $1.35 , $22.22 , $-   , $-   
1/1/19 6:32,1/1/19,4374460872,FALSE,TRUE,TRUE,1/1/19 6:32,1/1/19 14:42,8.16,16.46,8.29, $5.80 , $95.45 , $95.45 , $48.10 
1/1/19 6:32,1/1/19,4479431538,FALSE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $5.23 , $86.06 , $-   , $-   
1/1/19 6:32,1/1/19,2873384581,FALSE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $4.62 , $76.02 , $-   , $-   
1/1/19 6:32,1/1/19,4353695192,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $5.13 , $84.41 , $-   , $-   
1/1/19 6:32,1/1/19,4729759228,TRUE,TRUE,TRUE,1/1/19 6:32,1/1/19 15:00,8.46,16.45,7.99, $5.99 , $98.56 , $98.56 , $47.88 
1/1/19 6:32,1/1/19,7980649356,TRUE,TRUE,TRUE,1/1/19 6:32,1/1/19 14:27,7.91,16.45,8.54, $3.89 , $64.01 , $64.01 , $33.24 
1/1/19 6:32,1/1/19,9139644561,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $4.43 , $72.89 , $-   , $-   
1/1/19 6:32,1/1/19,5097501136,TRUE,TRUE,TRUE,1/1/19 6:32,1/1/19 10:35,4.05,16.45,12.41, $1.44 , $23.69 , $23.69 , $17.87 
1/1/19 6:32,1/1/19,6260289643,TRUE,TRUE,TRUE,1/1/19 6:32,1/1/19 17:58,11.42,16.45,5.03, $0.58 , $9.54 , $9.54 , $2.92 
1/1/19 6:32,1/1/19,2490375553,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $0.53 , $8.72 , $-   , $-   
1/1/19 6:32,1/1/19,6806847799,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $3.23 , $53.15 , $-   , $-   
1/1/19 6:32,1/1/19,9912696701,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $2.81 , $46.24 , $-   , $-   
1/1/19 6:32,1/1/19,3988913895,TRUE,TRUE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $5.34 , $87.86 , $87.86 , $-   
1/1/19 6:32,1/1/19,7932351593,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $0.70 , $11.52 , $-   , $-   
1/1/19 6:32,1/1/19,4700617259,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $5.43 , $89.34 , $-   , $-   
1/1/19 6:32,1/1/19,6028768810,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $1.38 , $22.71 , $-   , $-   
1/1/19 6:32,1/1/19,7816542570,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $0.96 , $15.80 , $-   , $-   
1/1/19 6:32,1/1/19,1064354179,FALSE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $2.28 , $37.51 , $-   , $-   
1/1/19 6:32,1/1/19,9409594114,FALSE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $5.89 , $96.90 , $-   , $-   
1/1/19 6:32,1/1/19,9639267791,FALSE,TRUE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $3.19 , $52.48 , $52.48 , $-   
1/1/19 6:32,1/1/19,5484839842,FALSE,TRUE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $1.19 , $19.58 , $19.58 , $-   
1/1/19 6:32,1/1/19,5334556868,FALSE,TRUE,TRUE,1/1/19 6:32,1/1/19 15:57,9.41,16.45,7.04, $0.69 , $11.35 , $11.35 , $4.86 
1/1/19 6:32,1/1/19,7020272286,FALSE,TRUE,TRUE,1/1/19 6:32,1/1/19 18:01,11.47,16.45,4.98, $5.58 , $91.80 , $91.80 , $27.77 
1/1/19 6:32,1/1/19,9920834735,FALSE,TRUE,TRUE,1/1/19 6:32,1/1/19 10:30,3.96,16.45,12.49, $4.99 , $82.09 , $82.09 , $62.32 
1/1/19 6:32,1/1/19,3374770045,FALSE,TRUE,TRUE,1/1/19 6:32,1/1/19 16:03,9.50,16.45,6.95, $1.09 , $17.93 , $17.93 , $7.57 
1/1/19 6:32,1/1/19,5979984491,FALSE,TRUE,TRUE,1/1/19 6:32,1/1/19 20:32,13.99,16.45,2.46, $3.67 , $60.37 , $60.37 , $9.03 
1/1/19 6:32,1/1/19,5011833054,TRUE,FALSE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $2.82 , $46.39 , $-   , $-   
1/1/19 6:32,1/1/19,1627322275,FALSE,TRUE,FALSE,1/1/19 6:32,1/1/19 23:00,16.45,16.45,0.00, $2.76 , $45.40 , $45.40 , $-   
1/1/19 6:33,1/1/19,3867313410,FALSE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.45,16.45,0.00, $4.43 , $72.87 , $-   , $-   
1/1/19 6:33,1/1/19,6646301110,FALSE,TRUE,TRUE,1/1/19 6:33,1/1/19 7:28,0.92,16.45,15.53, $4.15 , $68.26 , $68.26 , $64.45 
1/1/19 6:33,1/1/19,7518817741,FALSE,TRUE,FALSE,1/1/19 6:33,1/1/19 23:00,16.45,16.45,0.00, $2.67 , $43.92 , $43.92 , $-   
1/1/19 6:33,1/1/19,1627322275,FALSE,TRUE,FALSE,1/1/19 6:33,1/1/19 23:00,16.45,16.45,0.00, $2.76 , $45.39 , $45.39 , $-   
1/1/19 6:33,1/1/19,3533342268,FALSE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.45,16.45,0.00, $5.41 , $88.97 , $-   , $-   
1/1/19 6:33,1/1/19,9165139005,FALSE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.45,16.45,0.00, $3.48 , $57.23 , $-   , $-   
1/1/19 6:33,1/1/19,1084734283,TRUE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.44,16.44,0.00, $4.07 , $66.91 , $-   , $-   
1/1/19 6:33,1/1/19,9522237686,TRUE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.44,16.44,0.00, $3.43 , $56.39 , $-   , $-   
1/1/19 6:33,1/1/19,5830922865,TRUE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.44,16.44,0.00, $5.83 , $95.85 , $-   , $-   
1/1/19 6:33,1/1/19,7935490105,TRUE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.44,16.44,0.00, $2.41 , $39.62 , $-   , $-   
1/1/19 6:33,1/1/19,4498423142,TRUE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.44,16.44,0.00, $2.63 , $43.24 , $-   , $-   
1/1/19 6:33,1/1/19,4865764416,FALSE,TRUE,TRUE,1/1/19 6:33,1/1/19 9:57,3.40,16.44,13.04, $5.39 , $88.61 , $88.61 , $70.30 
1/1/19 6:33,1/1/19,6559271647,TRUE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.44,16.44,0.00, $5.80 , $95.34 , $-   , $-   
1/1/19 6:33,1/1/19,7937581675,TRUE,TRUE,TRUE,1/1/19 6:33,1/1/19 14:27,7.90,16.44,8.54, $2.50 , $41.10 , $41.10 , $21.34 
1/1/19 6:33,1/1/19,2352185792,TRUE,TRUE,TRUE,1/1/19 6:33,1/1/19 13:27,6.89,16.44,9.55, $3.24 , $53.26 , $53.26 , $30.93 
1/1/19 6:33,1/1/19,8075063925,FALSE,TRUE,TRUE,1/1/19 6:33,1/1/19 15:58,9.41,16.44,7.03, $2.67 , $43.89 , $43.89 , $18.77 
1/1/19 6:33,1/1/19,2309081627,FALSE,TRUE,TRUE,1/1/19 6:33,1/1/19 10:30,3.95,16.44,12.48, $5.45 , $89.58 , $89.58 , $68.04 
1/1/19 6:33,1/1/19,9539039169,FALSE,FALSE,FALSE,1/1/19 6:33,1/1/19 23:00,16.43,16.43,0.00, $4.73 , $77.73 , $-   , $-   
1/1/19 6:33,1/1/19,8381055197,FALSE,TRUE,TRUE,1/1/19 6:33,1/1/19 9:58,3.41,16.43,13.02, $5.15 , $84.64 , $84.64 , $67.07 
1/1/19 6:33,1/1/19,6647224105,FALSE,TRUE,FALSE,1/1/19 6:33,1/1/19 23:00,16.43,16.43,0.00, $1.89 , $31.06 , $31.06 , $-   
1/1/19 6:34,1/1/19,7529944058,FALSE,TRUE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $4.12 , $67.70 , $67.70 , $-   
1/1/19 6:34,1/1/19,2077892503,FALSE,FALSE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $0.94 , $15.45 , $-   , $-   
1/1/19 6:34,1/1/19,6276141888,FALSE,TRUE,TRUE,1/1/19 6:34,1/1/19 16:37,10.06,16.43,6.37, $4.62 , $75.92 , $75.92 , $29.44 
1/1/19 6:34,1/1/19,5957039817,FALSE,TRUE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $5.80 , $95.31 , $95.31 , $-   
1/1/19 6:34,1/1/19,5095164884,FALSE,TRUE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $0.88 , $14.46 , $14.46 , $-   
1/1/19 6:34,1/1/19,8790751335,TRUE,FALSE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $1.19 , $19.55 , $-   , $-   
1/1/19 6:34,1/1/19,2434930334,TRUE,FALSE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $5.68 , $93.29 , $-   , $-   
1/1/19 6:34,1/1/19,9343127902,FALSE,TRUE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $3.02 , $49.60 , $49.60 , $-   
1/1/19 6:34,1/1/19,6285766501,TRUE,FALSE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $5.77 , $94.77 , $-   , $-   
1/1/19 6:34,1/1/19,2567797637,FALSE,FALSE,FALSE,1/1/19 6:34,1/1/19 23:00,16.43,16.43,0.00, $1.64 , $26.94 , $-   , $-   
1/1/19 6:35,1/1/19,9539331242,FALSE,TRUE,FALSE,1/1/19 6:35,1/1/19 23:00,16.42,16.42,0.00, $1.38 , $22.65 , $22.65 , $-   
1/1/19 6:35,1/1/19,9508890420,FALSE,TRUE,FALSE,1/1/19 6:35,1/1/19 23:00,16.42,16.42,0.00, $3.39 , $55.65 , $55.65 , $-   
1/1/19 6:35,1/1/19,2611634213,FALSE,TRUE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $1.74 , $28.55 , $28.55 , $-   
1/1/19 6:35,1/1/19,6154908089,FALSE,TRUE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $3.89 , $63.82 , $63.82 , $-   
1/1/19 6:35,1/1/19,1317255581,FALSE,TRUE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $2.42 , $39.70 , $39.70 , $-   
1/1/19 6:35,1/1/19,3010186779,FALSE,TRUE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $3.42 , $56.11 , $56.11 , $-   
1/1/19 6:35,1/1/19,2483391574,FALSE,FALSE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $3.52 , $57.75 , $-   , $-   
1/1/19 6:35,1/1/19,9067363990,FALSE,FALSE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $1.08 , $17.72 , $-   , $-   
1/1/19 6:35,1/1/19,7107044690,FALSE,FALSE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $4.63 , $75.96 , $-   , $-   
1/1/19 6:35,1/1/19,5697450598,FALSE,FALSE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $3.21 , $52.66 , $-   , $-   
1/1/19 6:35,1/1/19,2260104647,FALSE,FALSE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $5.40 , $88.59 , $-   , $-   
1/1/19 6:35,1/1/19,1567967607,FALSE,TRUE,FALSE,1/1/19 6:35,1/1/19 23:00,16.41,16.41,0.00, $3.25 , $53.32 , $53.32 , $-   
1/1/19 6:36,1/1/19,1918411290,FALSE,TRUE,FALSE,1/1/19 6:36,1/1/19 23:00,16.39,16.39,0.00, $3.59 , $58.84 , $58.84 , $-   
1/1/19 6:36,1/1/19,2140642623,FALSE,TRUE,FALSE,1/1/19 6:36,1/1/19 23:00,16.39,16.39,0.00, $3.28 , $53.76 , $53.76 , $-   
1/1/19 6:38,1/1/19,1198952894,TRUE,TRUE,FALSE,1/1/19 6:38,1/1/19 23:00,16.36,16.36,0.00, $3.16 , $51.70 , $51.70 , $-   
1/1/19 6:38,1/1/19,6153896439,TRUE,TRUE,TRUE,1/1/19 6:38,1/1/19 16:00,9.37,16.36,7.00, $5.53 , $90.48 , $90.48 , $38.69 
1/1/19 6:39,1/1/19,4651461990,FALSE,FALSE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $4.49 , $73.38 , $-   , $-   
1/1/19 6:39,1/1/19,5591502454,FALSE,TRUE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $1.20 , $19.61 , $19.61 , $-   
1/1/19 6:39,1/1/19,9354216204,FALSE,FALSE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $0.91 , $14.87 , $-   , $-   
1/1/19 6:39,1/1/19,7113835730,FALSE,FALSE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $2.97 , $48.54 , $-   , $-   
1/1/19 6:39,1/1/19,9466017109,FALSE,FALSE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $5.63 , $92.01 , $-   , $-   
1/1/19 6:39,1/1/19,3767077117,FALSE,FALSE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $3.05 , $49.84 , $-   , $-   
1/1/19 6:39,1/1/19,3585123006,FALSE,FALSE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $3.76 , $61.45 , $-   , $-   
1/1/19 6:39,1/1/19,1975968861,TRUE,TRUE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $1.63 , $26.64 , $26.64 , $-   
1/1/19 6:39,1/1/19,5124914423,FALSE,TRUE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $1.48 , $24.19 , $24.19 , $-   
1/1/19 6:39,1/1/19,3158644656,FALSE,FALSE,FALSE,1/1/19 6:39,1/1/19 23:00,16.34,16.34,0.00, $4.43 , $72.40 , $-   , $-   
1/1/19 6:39,1/1/19,9935634275,FALSE,TRUE,TRUE,1/1/19 6:39,1/1/19 8:31,1.86,16.34,14.48, $1.89 , $30.89 , $30.89 , $27.36 
1/1/19 6:43,1/1/19,6075785646,FALSE,FALSE,FALSE,1/1/19 6:43,1/1/19 23:00,16.28,16.28,0.00, $3.62 , $58.94 , $-   , $-   
1/1/19 6:43,1/1/19,8775613281,FALSE,FALSE,FALSE,1/1/19 6:43,1/1/19 23:00,16.28,16.28,0.00, $4.90 , $79.78 , $-   , $-   
1/1/19 6:43,1/1/19,1155883126,FALSE,FALSE,FALSE,1/1/19 6:43,1/1/19 23:00,16.28,16.28,0.00, $1.93 , $31.43 , $-   , $-   
1/1/19 6:44,1/1/19,9143244877,FALSE,TRUE,FALSE,1/1/19 6:44,1/1/19 23:00,16.27,16.27,0.00, $3.53 , $57.42 , $57.42 , $-   
1/1/19 6:44,1/1/19,9263978756,FALSE,FALSE,FALSE,1/1/19 6:44,1/1/19 23:00,16.27,16.27,0.00, $4.77 , $77.59 , $-   , $-   
1/1/19 6:44,1/1/19,7958793626,FALSE,TRUE,FALSE,1/1/19 6:44,1/1/19 23:00,16.27,16.27,0.00, $1.49 , $24.24 , $24.24 , $-   
1/1/19 6:44,1/1/19,1027761061,FALSE,TRUE,FALSE,1/1/19 6:44,1/1/19 23:00,16.27,16.27,0.00, $0.90 , $14.64 , $14.64 , $-   
1/1/19 6:44,1/1/19,5594178171,FALSE,TRUE,FALSE,1/1/19 6:44,1/1/19 23:00,16.27,16.27,0.00, $1.85 , $30.09 , $30.09 , $-   
1/1/19 6:44,1/1/19,1843945992,FALSE,FALSE,FALSE,1/1/19 6:44,1/1/19 23:00,16.26,16.26,0.00, $0.93 , $15.12 , $-   , $-   
1/1/19 6:44,1/1/19,2386673582,FALSE,TRUE,FALSE,1/1/19 6:44,1/1/19 23:00,16.26,16.26,0.00, $0.94 , $15.28 , $15.28 , $-   
1/1/19 6:44,1/1/19,2508632245,FALSE,FALSE,FALSE,1/1/19 6:44,1/1/19 23:00,16.26,16.26,0.00, $3.80 , $61.78 , $-   , $-   
1/1/19 6:48,1/1/19,8498576370,FALSE,FALSE,FALSE,1/1/19 6:48,1/1/19 23:00,16.18,16.18,0.00, $2.35 , $38.03 , $-   , $-   
1/1/19 6:48,1/1/19,1820117394,FALSE,TRUE,TRUE,1/1/19 6:48,1/1/19 15:29,8.68,16.18,7.51, $2.33 , $37.71 , $37.71 , $17.49 
1/1/19 6:48,1/1/19,2698926093,FALSE,FALSE,FALSE,1/1/19 6:48,1/1/19 23:00,16.18,16.18,0.00, $3.13 , $50.66 , $-   , $-   
1/1/19 6:48,1/1/19,2290726895,FALSE,FALSE,FALSE,1/1/19 6:48,1/1/19 23:00,16.18,16.18,0.00, $5.57 , $90.15 , $-   , $-   
1/1/19 6:56,1/1/19,3241774362,TRUE,TRUE,TRUE,1/1/19 6:56,1/1/19 12:03,5.11,16.06,10.94, $2.52 , $40.46 , $40.46 , $27.57 
1/1/19 6:58,1/1/19,6943937227,FALSE,TRUE,TRUE,1/1/19 6:58,1/1/19 12:04,5.10,16.03,10.93, $3.41 , $54.67 , $54.67 , $37.28 
1/1/19 7:01,1/1/19,7938901705,FALSE,FALSE,FALSE,1/1/19 7:01,1/1/19 23:00,15.97,15.97,0.00, $0.68 , $10.86 , $-   , $-   
1/1/19 7:03,1/1/19,1439079538,FALSE,TRUE,TRUE,1/1/19 7:03,1/1/19 15:35,8.54,15.95,7.41, $4.00 , $63.79 , $63.79 , $29.63 
